39.002689,117.316735
39.002609,117.316772
39.002609,117.316772
39.002526,117.316816
39.002442,117.316856
39.002363,117.316904
39.002275,117.316947
39.002184,117.316998
39.002098,117.317049
39.002003,117.3171
39.00191,117.317152
39.001813,117.317209
39.001712,117.317263
39.001712,117.317263
39.001605,117.317323
39.001499,117.317377
39.001392,117.317438
39.001282,117.317497
39.00117,117.317559
39.001055,117.317624
39.000938,117.317692
39.000825,117.317761
39.000825,117.317761
39.000714,117.317837
39.0006,117.317913
39.000488,117.317996
39.000381,117.318087
39.000273,117.318181
38.999463,117.319111
38.999375,117.319248
38.999292,117.319387
38.999206,117.31953
38.999127,117.319676
38.999052,117.319818
38.998987,117.319963
38.998922,117.320116
38.998863,117.320269
38.998863,117.320269
38.99881,117.320417
38.998763,117.320545
38.99873,117.320653
38.998709,117.320735
38.998704,117.320819
38.998728,117.320902
38.998763,117.320975
38.99881,117.321033
38.99887,117.321082
38.99894,117.32113
38.999014,117.321182
38.99909,117.321242
38.999171,117.321304
38.999722,117.321768
38.999927,117.321961
39.000028,117.322057
39.000028,117.322057
39.000129,117.322161
39.000223,117.322256
39.000324,117.322362
39.000426,117.322478
39.000526,117.322589
39.000626,117.32271
39.000731,117.322832
39.000731,117.322832
39.000832,117.322954
39.000933,117.323079
39.001038,117.323208
39.001133,117.323341
39.001231,117.32348
39.001323,117.323617
39.001418,117.323751
39.001418,117.323751
39.00151,117.323895
39.001595,117.324032
39.001677,117.324159
39.001747,117.324281
39.001819,117.324396
39.001884,117.324511
39.002312,117.325325
39.002383,117.325478
39.002455,117.325635
39.002525,117.325795
39.002525,117.325795
39.002592,117.325959
39.002661,117.326126
39.002724,117.326289
39.002777,117.326431
39.002826,117.326573
39.002877,117.32672
39.002921,117.326872
39.002921,117.326872
39.003207,117.327902
39.003295,117.328281
39.003374,117.328689
39.003415,117.3289
39.003664,117.330223
39.003703,117.330448
39.003746,117.330666
39.003746,117.330666
39.003789,117.330894
39.00383,117.331124
39.003871,117.331353
39.003912,117.331584
39.003954,117.331817
